route_id,origin,destination,travel_corridor,service_category,pricing_model,distance,estimated_travel_time,hatchback_price,sedan_price,suv_price,innova_price,per_km_rates,round_trip_rates,driver_allowance,tolls_and_taxes,url
etmadpur-to-haridwar-taxi-services,Etmadpur,Haridwar,Agra (Localities) -> Haridwar,Outstation Taxi,day_package_120km,Per actual route,Varies by traffic,"Rs. 2,200 (120 KM)","Rs. 2,800 (120 KM)","Rs. 3,000 (120 KM)","Rs. 3,600 (120 KM)",Extra KM: Hatch/Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,Standard Day Package (120 KM limit),Included for 1-day trip,Included in package,https://www.agrashivtourandtravels.com/etmadpur-to-haridwar-taxi-services/
everything-you-should-know-about-agra-tourism-get-the-best-car-rent-service-in-agra,Agra / Delhi,Everything You Should Know About Agraism Get The Best Car Rent Service In Agra,"Curated Tour Packages (Agra, Jaipur, Delhi, Bharatpur)",Tour Package,tour_package,Per actual route,Varies by traffic,Contact for quote,"Rs. 2,000 (Agra Tour) / Custom","Rs. 2,700 (Agra Tour) / Custom",Custom Package Quote,Package Fixed Price,Sightseeing Return Included,Included,"Fuel, Parking, Tolls Included",https://www.agrashivtourandtravels.com/everything-you-should-know-about-agra-tourism-get-the-best-car-rent-service-in-agra/
farrukh-nagar-gurgaon-to-agra-taxi,Farrukh Nagar Gurgaon,Agra,Delhi / Gurgaon (NCR) -> Agra,Outstation Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/farrukh-nagar-gurgaon-to-agra-taxi/
fatehabad-agra-fatehabad-agra-to-chandigarh-taxi-services,Fatehabad Agra Fatehabad Agra,Chandigarh,Agra (Localities) -> Chandigarh,Outstation Taxi,day_package_120km,450 km,7 to 8 hours,"Rs. 2,200 (120 KM)","Rs. 2,800 (120 KM)","Rs. 3,000 (120 KM)","Rs. 3,600 (120 KM)",Extra KM: Hatch/Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,Standard Day Package (120 KM limit),Included for 1-day trip,Included in package,https://www.agrashivtourandtravels.com/fatehabad-agra-fatehabad-agra-to-chandigarh-taxi-services/
fatehabad-bazaar-bah-agra-to-chandigarh-taxi-services,Fatehabad Bazaar Bah Agra,Chandigarh,Agra (Localities) -> Chandigarh,Outstation Taxi,day_package_120km,450 km,7 to 8 hours,"Rs. 2,200 (120 KM)","Rs. 2,800 (120 KM)","Rs. 3,000 (120 KM)","Rs. 3,600 (120 KM)",Extra KM: Hatch/Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,Standard Day Package (120 KM limit),Included for 1-day trip,Included in package,https://www.agrashivtourandtravels.com/fatehabad-bazaar-bah-agra-to-chandigarh-taxi-services/
fatehabad-bazaar-to-haridwar-taxi-services,Fatehabad Bazaar,Haridwar,Agra (Localities) -> Haridwar,Outstation Taxi,day_package_120km,Per actual route,Varies by traffic,"Rs. 2,200 (120 KM)","Rs. 2,800 (120 KM)","Rs. 3,000 (120 KM)","Rs. 3,600 (120 KM)",Extra KM: Hatch/Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,Standard Day Package (120 KM limit),Included for 1-day trip,Included in package,https://www.agrashivtourandtravels.com/fatehabad-bazaar-to-haridwar-taxi-services/
fatehabad-to-haridwar-taxi-services,Fatehabad,Haridwar,Agra (Localities) -> Haridwar,Outstation Taxi,day_package_120km,Per actual route,Varies by traffic,"Rs. 2,200 (120 KM)","Rs. 2,800 (120 KM)","Rs. 3,000 (120 KM)","Rs. 3,600 (120 KM)",Extra KM: Hatch/Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,Standard Day Package (120 KM limit),Included for 1-day trip,Included in package,https://www.agrashivtourandtravels.com/fatehabad-to-haridwar-taxi-services/
fatehapursikari-kiraoli-agra-to-chandigarh-taxi-services,Fatehapursikari Kiraoli Agra,Chandigarh,Agra (Localities) -> Chandigarh,Outstation Taxi,day_package_120km,450 km,7 to 8 hours,"Rs. 2,200 (120 KM)","Rs. 2,800 (120 KM)","Rs. 3,000 (120 KM)","Rs. 3,600 (120 KM)",Extra KM: Hatch/Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,Standard Day Package (120 KM limit),Included for 1-day trip,Included in package,https://www.agrashivtourandtravels.com/fatehapursikari-kiraoli-agra-to-chandigarh-taxi-services/
fatehapursikari-to-haridwar-taxi-services,Fatehapursikari,Haridwar,Agra (Localities) -> Haridwar,Outstation Taxi,day_package_120km,Per actual route,Varies by traffic,"Rs. 2,200 (120 KM)","Rs. 2,800 (120 KM)","Rs. 3,000 (120 KM)","Rs. 3,600 (120 KM)",Extra KM: Hatch/Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,Standard Day Package (120 KM limit),Included for 1-day trip,Included in package,https://www.agrashivtourandtravels.com/fatehapursikari-to-haridwar-taxi-services/
fatehpur-sikri-a-wonderful-architecture-by-mughals,General,General,Other Regional Routes & Informational Hubs,Special Service / Information Page,custom_or_hourly,Per actual route,Varies by traffic,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.agrashivtourandtravels.com/fatehpur-sikri-a-wonderful-architecture-by-mughals/
fazilpur-gurgaon-to-agra-taxi,Fazilpur Gurgaon,Agra,Delhi / Gurgaon (NCR) -> Agra,Outstation Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/fazilpur-gurgaon-to-agra-taxi/
ferozepur-jhirka-gurgaon-to-agra-taxi,Ferozepur Jhirka Gurgaon,Agra,Delhi / Gurgaon (NCR) -> Agra,Outstation Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/ferozepur-jhirka-gurgaon-to-agra-taxi/
ferozepur-namak-gurgaon-to-agra-taxi,Ferozepur Namak Gurgaon,Agra,Delhi / Gurgaon (NCR) -> Agra,Outstation Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/ferozepur-namak-gurgaon-to-agra-taxi/
foundry-nagar-agra-to-chandigarh-taxi-services,Foundry Nagar Agra,Chandigarh,Agra (Localities) -> Chandigarh,Outstation Taxi,day_package_120km,450 km,7 to 8 hours,"Rs. 2,200 (120 KM)","Rs. 2,800 (120 KM)","Rs. 3,000 (120 KM)","Rs. 3,600 (120 KM)",Extra KM: Hatch/Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,Standard Day Package (120 KM limit),Included for 1-day trip,Included in package,https://www.agrashivtourandtravels.com/foundry-nagar-agra-to-chandigarh-taxi-services/
foundry-nagar-to-haridwar-taxi-services,Foundry Nagar,Haridwar,Agra (Localities) -> Haridwar,Outstation Taxi,day_package_120km,Per actual route,Varies by traffic,"Rs. 2,200 (120 KM)","Rs. 2,800 (120 KM)","Rs. 3,000 (120 KM)","Rs. 3,600 (120 KM)",Extra KM: Hatch/Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,Standard Day Package (120 KM limit),Included for 1-day trip,Included in package,https://www.agrashivtourandtravels.com/foundry-nagar-to-haridwar-taxi-services/
full-width,General,General,Other Regional Routes & Informational Hubs,Special Service / Information Page,custom_or_hourly,Per actual route,Varies by traffic,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.agrashivtourandtravels.com/full-width/
g-g-industries-agra-to-chandigarh-taxi-services,G G Industries Agra,Chandigarh,Agra (Localities) -> Chandigarh,Outstation Taxi,day_package_120km,450 km,7 to 8 hours,"Rs. 2,200 (120 KM)","Rs. 2,800 (120 KM)","Rs. 3,000 (120 KM)","Rs. 3,600 (120 KM)",Extra KM: Hatch/Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,Standard Day Package (120 KM limit),Included for 1-day trip,Included in package,https://www.agrashivtourandtravels.com/g-g-industries-agra-to-chandigarh-taxi-services/
g-l-emporiaumi-agra-to-chandigarh-taxi-services,G L Emporiaumi Agra,Chandigarh,Agra (Localities) -> Chandigarh,Outstation Taxi,day_package_120km,450 km,7 to 8 hours,"Rs. 2,200 (120 KM)","Rs. 2,800 (120 KM)","Rs. 3,000 (120 KM)","Rs. 3,600 (120 KM)",Extra KM: Hatch/Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,Standard Day Package (120 KM limit),Included for 1-day trip,Included in package,https://www.agrashivtourandtravels.com/g-l-emporiaumi-agra-to-chandigarh-taxi-services/
g-l-emporiaumi-to-haridwar-taxi-services,G L Emporiaumi,Haridwar,Agra (Localities) -> Haridwar,Outstation Taxi,day_package_120km,Per actual route,Varies by traffic,"Rs. 2,200 (120 KM)","Rs. 2,800 (120 KM)","Rs. 3,000 (120 KM)","Rs. 3,600 (120 KM)",Extra KM: Hatch/Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,Standard Day Package (120 KM limit),Included for 1-day trip,Included in package,https://www.agrashivtourandtravels.com/g-l-emporiaumi-to-haridwar-taxi-services/
g-m-khan-agra-to-chandigarh-taxi-services,G M Khan Agra,Chandigarh,Agra (Localities) -> Chandigarh,Outstation Taxi,day_package_120km,450 km,7 to 8 hours,"Rs. 2,200 (120 KM)","Rs. 2,800 (120 KM)","Rs. 3,000 (120 KM)","Rs. 3,600 (120 KM)",Extra KM: Hatch/Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,Standard Day Package (120 KM limit),Included for 1-day trip,Included in package,https://www.agrashivtourandtravels.com/g-m-khan-agra-to-chandigarh-taxi-services/
gajaura-bah-agra-to-chandigarh-taxi-services,Gajaura Bah Agra,Chandigarh,Agra (Localities) -> Chandigarh,Outstation Taxi,day_package_120km,450 km,7 to 8 hours,"Rs. 2,200 (120 KM)","Rs. 2,800 (120 KM)","Rs. 3,000 (120 KM)","Rs. 3,600 (120 KM)",Extra KM: Hatch/Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,Standard Day Package (120 KM limit),Included for 1-day trip,Included in package,https://www.agrashivtourandtravels.com/gajaura-bah-agra-to-chandigarh-taxi-services/
gajaura-to-haridwar-taxi-services,Gajaura,Haridwar,Agra (Localities) -> Haridwar,Outstation Taxi,day_package_120km,Per actual route,Varies by traffic,"Rs. 2,200 (120 KM)","Rs. 2,800 (120 KM)","Rs. 3,000 (120 KM)","Rs. 3,600 (120 KM)",Extra KM: Hatch/Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,Standard Day Package (120 KM limit),Included for 1-day trip,Included in package,https://www.agrashivtourandtravels.com/gajaura-to-haridwar-taxi-services/
galleria-dlf-iv-gurgaon-to-agra-taxi,Galleria Dlf Iv Gurgaon,Agra,Delhi / Gurgaon (NCR) -> Agra,Outstation Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/galleria-dlf-iv-gurgaon-to-agra-taxi/
gandhi-nagar-agra-to-chandigarh-taxi-services,Gandhi Nagar Agra,Chandigarh,Agra (Localities) -> Chandigarh,Outstation Taxi,day_package_120km,450 km,7 to 8 hours,"Rs. 2,200 (120 KM)","Rs. 2,800 (120 KM)","Rs. 3,000 (120 KM)","Rs. 3,600 (120 KM)",Extra KM: Hatch/Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,Standard Day Package (120 KM limit),Included for 1-day trip,Included in package,https://www.agrashivtourandtravels.com/gandhi-nagar-agra-to-chandigarh-taxi-services/
gandhi-nagar-to-haridwar-taxi-services,Gandhi Nagar,Haridwar,Agra (Localities) -> Haridwar,Outstation Taxi,day_package_120km,Per actual route,Varies by traffic,"Rs. 2,200 (120 KM)","Rs. 2,800 (120 KM)","Rs. 3,000 (120 KM)","Rs. 3,600 (120 KM)",Extra KM: Hatch/Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,Standard Day Package (120 KM limit),Included for 1-day trip,Included in package,https://www.agrashivtourandtravels.com/gandhi-nagar-to-haridwar-taxi-services/
garh-mukha-kheragarh-agra-to-chandigarh-taxi-services,Garh Mukha Kheragarh Agra,Chandigarh,Agra (Localities) -> Chandigarh,Outstation Taxi,day_package_120km,450 km,7 to 8 hours,"Rs. 2,200 (120 KM)","Rs. 2,800 (120 KM)","Rs. 3,000 (120 KM)","Rs. 3,600 (120 KM)",Extra KM: Hatch/Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,Standard Day Package (120 KM limit),Included for 1-day trip,Included in package,https://www.agrashivtourandtravels.com/garh-mukha-kheragarh-agra-to-chandigarh-taxi-services/
garh-mukha-to-haridwar-taxi-services,Garh Mukha,Haridwar,Agra (Localities) -> Haridwar,Outstation Taxi,day_package_120km,Per actual route,Varies by traffic,"Rs. 2,200 (120 KM)","Rs. 2,800 (120 KM)","Rs. 3,000 (120 KM)","Rs. 3,600 (120 KM)",Extra KM: Hatch/Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,Standard Day Package (120 KM limit),Included for 1-day trip,Included in package,https://www.agrashivtourandtravels.com/garh-mukha-to-haridwar-taxi-services/
garhi-harsaru-gurgaon-to-agra-taxi,Garhi Harsaru Gurgaon,Agra,Delhi / Gurgaon (NCR) -> Agra,Outstation Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/garhi-harsaru-gurgaon-to-agra-taxi/
garhi-lal-kalan-agra-to-chandigarh-taxi-services,Garhi Lal Kalan Agra,Chandigarh,Agra (Localities) -> Chandigarh,Outstation Taxi,day_package_120km,450 km,7 to 8 hours,"Rs. 2,200 (120 KM)","Rs. 2,800 (120 KM)","Rs. 3,000 (120 KM)","Rs. 3,600 (120 KM)",Extra KM: Hatch/Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,Standard Day Package (120 KM limit),Included for 1-day trip,Included in package,https://www.agrashivtourandtravels.com/garhi-lal-kalan-agra-to-chandigarh-taxi-services/
garhi-lal-kalan-to-haridwar-taxi-services,Garhi Lal Kalan,Haridwar,Agra (Localities) -> Haridwar,Outstation Taxi,day_package_120km,Per actual route,Varies by traffic,"Rs. 2,200 (120 KM)","Rs. 2,800 (120 KM)","Rs. 3,000 (120 KM)","Rs. 3,600 (120 KM)",Extra KM: Hatch/Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,Standard Day Package (120 KM limit),Included for 1-day trip,Included in package,https://www.agrashivtourandtravels.com/garhi-lal-kalan-to-haridwar-taxi-services/
garhwar-bah-agra-to-chandigarh-taxi-services,Garhwar Bah Agra,Chandigarh,Agra (Localities) -> Chandigarh,Outstation Taxi,day_package_120km,450 km,7 to 8 hours,"Rs. 2,200 (120 KM)","Rs. 2,800 (120 KM)","Rs. 3,000 (120 KM)","Rs. 3,600 (120 KM)",Extra KM: Hatch/Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,Standard Day Package (120 KM limit),Included for 1-day trip,Included in package,https://www.agrashivtourandtravels.com/garhwar-bah-agra-to-chandigarh-taxi-services/
garhwar-to-haridwar-taxi-services,Garhwar,Haridwar,Agra (Localities) -> Haridwar,Outstation Taxi,day_package_120km,Per actual route,Varies by traffic,"Rs. 2,200 (120 KM)","Rs. 2,800 (120 KM)","Rs. 3,000 (120 KM)","Rs. 3,600 (120 KM)",Extra KM: Hatch/Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,Standard Day Package (120 KM limit),Included for 1-day trip,Included in package,https://www.agrashivtourandtravels.com/garhwar-to-haridwar-taxi-services/
garsani-agra-to-chandigarh-taxi-services,Garsani Agra,Chandigarh,Agra (Localities) -> Chandigarh,Outstation Taxi,day_package_120km,450 km,7 to 8 hours,"Rs. 2,200 (120 KM)","Rs. 2,800 (120 KM)","Rs. 3,000 (120 KM)","Rs. 3,600 (120 KM)",Extra KM: Hatch/Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,Standard Day Package (120 KM limit),Included for 1-day trip,Included in package,https://www.agrashivtourandtravels.com/garsani-agra-to-chandigarh-taxi-services/
garsani-to-haridwar-taxi-services,Garsani,Haridwar,Agra (Localities) -> Haridwar,Outstation Taxi,day_package_120km,Per actual route,Varies by traffic,"Rs. 2,200 (120 KM)","Rs. 2,800 (120 KM)","Rs. 3,000 (120 KM)","Rs. 3,600 (120 KM)",Extra KM: Hatch/Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,Standard Day Package (120 KM limit),Included for 1-day trip,Included in package,https://www.agrashivtourandtravels.com/garsani-to-haridwar-taxi-services/
garshan-agra-to-chandigarh-taxi-services,Garshan Agra,Chandigarh,Agra (Localities) -> Chandigarh,Outstation Taxi,day_package_120km,450 km,7 to 8 hours,"Rs. 2,200 (120 KM)","Rs. 2,800 (120 KM)","Rs. 3,000 (120 KM)","Rs. 3,600 (120 KM)",Extra KM: Hatch/Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,Standard Day Package (120 KM limit),Included for 1-day trip,Included in package,https://www.agrashivtourandtravels.com/garshan-agra-to-chandigarh-taxi-services/
garshan-to-haridwar-taxi-services,Garshan,Haridwar,Agra (Localities) -> Haridwar,Outstation Taxi,day_package_120km,Per actual route,Varies by traffic,"Rs. 2,200 (120 KM)","Rs. 2,800 (120 KM)","Rs. 3,000 (120 KM)","Rs. 3,600 (120 KM)",Extra KM: Hatch/Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,Standard Day Package (120 KM limit),Included for 1-day trip,Included in package,https://www.agrashivtourandtravels.com/garshan-to-haridwar-taxi-services/
get-delhi-to-agra-car-hire,Delhi,Agra,Delhi / Gurgaon (NCR) -> Agra,Outstation Taxi,custom_or_hourly,Per actual route,Varies by traffic,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.agrashivtourandtravels.com/get-delhi-to-agra-car-hire/
gg-industries-to-haridwar-taxi-services,Gg Industries,Haridwar,Agra (Localities) -> Haridwar,Outstation Taxi,day_package_120km,Per actual route,Varies by traffic,"Rs. 2,200 (120 KM)","Rs. 2,800 (120 KM)","Rs. 3,000 (120 KM)","Rs. 3,600 (120 KM)",Extra KM: Hatch/Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,Standard Day Package (120 KM limit),Included for 1-day trip,Included in package,https://www.agrashivtourandtravels.com/gg-industries-to-haridwar-taxi-services/
ghamroj-gurgaon-to-agra-taxi,Ghamroj Gurgaon,Agra,Delhi / Gurgaon (NCR) -> Agra,Outstation Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/ghamroj-gurgaon-to-agra-taxi/
ghasera-gurgaon-to-agra-taxi,Ghasera Gurgaon,Agra,Delhi / Gurgaon (NCR) -> Agra,Outstation Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/ghasera-gurgaon-to-agra-taxi/
ghungola-gurgaon-to-agra-taxi,Ghungola Gurgaon,Agra,Delhi / Gurgaon (NCR) -> Agra,Outstation Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/ghungola-gurgaon-to-agra-taxi/
gm-khan-to-haridwar-taxi-services,Gm Khan,Haridwar,Agra (Localities) -> Haridwar,Outstation Taxi,day_package_120km,Per actual route,Varies by traffic,"Rs. 2,200 (120 KM)","Rs. 2,800 (120 KM)","Rs. 3,000 (120 KM)","Rs. 3,600 (120 KM)",Extra KM: Hatch/Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,Standard Day Package (120 KM limit),Included for 1-day trip,Included in package,https://www.agrashivtourandtravels.com/gm-khan-to-haridwar-taxi-services/
gokulpura-agra-to-chandigarh-taxi-services,Gokulpura Agra,Chandigarh,Agra (Localities) -> Chandigarh,Outstation Taxi,day_package_120km,450 km,7 to 8 hours,"Rs. 2,200 (120 KM)","Rs. 2,800 (120 KM)","Rs. 3,000 (120 KM)","Rs. 3,600 (120 KM)",Extra KM: Hatch/Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,Standard Day Package (120 KM limit),Included for 1-day trip,Included in package,https://www.agrashivtourandtravels.com/gokulpura-agra-to-chandigarh-taxi-services/
gokulpura-to-haridwar-taxi-services,Gokulpura,Haridwar,Agra (Localities) -> Haridwar,Outstation Taxi,day_package_120km,Per actual route,Varies by traffic,"Rs. 2,200 (120 KM)","Rs. 2,800 (120 KM)","Rs. 3,000 (120 KM)","Rs. 3,600 (120 KM)",Extra KM: Hatch/Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,Standard Day Package (120 KM limit),Included for 1-day trip,Included in package,https://www.agrashivtourandtravels.com/gokulpura-to-haridwar-taxi-services/
golden-triangle-tour-3-nights-4-days,Agra / Delhi,Golden Triangle 3 Nights 4 Days,"Curated Tour Packages (Agra, Jaipur, Delhi, Bharatpur)",Tour Package,tour_package,Per actual route,Varies by traffic,Contact for quote,"Rs. 2,000 (Agra Tour) / Custom","Rs. 2,700 (Agra Tour) / Custom",Custom Package Quote,Package Fixed Price,Sightseeing Return Included,Included,"Fuel, Parking, Tolls Included",https://www.agrashivtourandtravels.com/golden-triangle-tour-3-nights-4-days/
gonseli-agra-to-chandigarh-taxi-services,Gonseli Agra,Chandigarh,Agra (Localities) -> Chandigarh,Outstation Taxi,day_package_120km,450 km,7 to 8 hours,"Rs. 2,200 (120 KM)","Rs. 2,800 (120 KM)","Rs. 3,000 (120 KM)","Rs. 3,600 (120 KM)",Extra KM: Hatch/Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,Standard Day Package (120 KM limit),Included for 1-day trip,Included in package,https://www.agrashivtourandtravels.com/gonseli-agra-to-chandigarh-taxi-services/
gonseli-to-haridwar-taxi-services,Gonseli,Haridwar,Agra (Localities) -> Haridwar,Outstation Taxi,day_package_120km,Per actual route,Varies by traffic,"Rs. 2,200 (120 KM)","Rs. 2,800 (120 KM)","Rs. 3,000 (120 KM)","Rs. 3,600 (120 KM)",Extra KM: Hatch/Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,Standard Day Package (120 KM limit),Included for 1-day trip,Included in package,https://www.agrashivtourandtravels.com/gonseli-to-haridwar-taxi-services/
gubroth-agra-to-chandigarh-taxi-services,Gubroth Agra,Chandigarh,Agra (Localities) -> Chandigarh,Outstation Taxi,day_package_120km,450 km,7 to 8 hours,"Rs. 2,200 (120 KM)","Rs. 2,800 (120 KM)","Rs. 3,000 (120 KM)","Rs. 3,600 (120 KM)",Extra KM: Hatch/Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,Standard Day Package (120 KM limit),Included for 1-day trip,Included in package,https://www.agrashivtourandtravels.com/gubroth-agra-to-chandigarh-taxi-services/
gubroth-to-haridwar-taxi-services,Gubroth,Haridwar,Agra (Localities) -> Haridwar,Outstation Taxi,day_package_120km,Per actual route,Varies by traffic,"Rs. 2,200 (120 KM)","Rs. 2,800 (120 KM)","Rs. 3,000 (120 KM)","Rs. 3,600 (120 KM)",Extra KM: Hatch/Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,Standard Day Package (120 KM limit),Included for 1-day trip,Included in package,https://www.agrashivtourandtravels.com/gubroth-to-haridwar-taxi-services/
gulalta-gurgaon-to-agra-taxi,Gulalta Gurgaon,Agra,Delhi / Gurgaon (NCR) -> Agra,Outstation Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/gulalta-gurgaon-to-agra-taxi/
gurgaon-to-aamby-valley-taxi,Gurgaon,Aamby Valley,Other Regional Routes & Informational Hubs,Outstation Taxi,one_way_and_round_trip,Per actual route,Varies by traffic,"Rs. 2,500","Rs. 2,900","Rs. 4,200","Rs. 4,800",Hatchback: Rs. 9/km | Sedan: Rs. 10/km | SUV: Rs. 14/km | Innova: Rs. 16/km,"Hatchback: Rs. 5,000 | Sedan: Rs. 6,000 | SUV: Rs. 8,000 | Innova: Rs. 9,400",Included in fixed fare,Included in quoted fare,https://www.agrashivtourandtravels.com/gurgaon-to-aamby-valley-taxi/
